,Txn Date,Value Date,Cheque No.,Description,Branch Code,Debit,Credit,Balance
77,15-06-2024 15:26:54,15 Jun 2024,416783741173.0,UPI/DR/416783741173/Darshan S/FDRL/**ns238@fifederal/UPI//ICI69fdf884481d43a88b60a95b2c5b81a4/15/06/2024 15:26:54,33,"2,500.00",,"3,018.81"
78,15-06-2024 15:43:30,15 Jun 2024,453324232742.0,UPI/DR/453324232742/Darshan S/FDRL/**ns238@fifederal/UPI//ICI107f5d57ad224f0dbc6f311c9a1cea62/15/06/2024 15:43:30,33,"1,149.00",,"1,869.81"
79,15-06-2024 15:46:11,15 Jun 2024,416766643280.0,UPI/DR/416766643280/HAJARA K P/YESB/**25064@ybl/UPI//ICIb8291e71aaad4a4e92b2dfdab59c0aa0/15/06/2024 15:46:11,33,30.00,,"1,839.81"
80,15-06-2024 16:24:03,15 Jun 2024,453352249826.0,UPI/DR/453352249826/BMTC BUS /CNRB/**f2243@cnrb/Pay to M//ICI6167312832394ad2a88dbb4c549badf3/15/06/2024 16:24:03,33,20.00,,"1,819.81"
81,15-06-2024 16:38:19,15 Jun 2024,416793644546.0,UPI/DR/416793644546/ATHARVA G/BARB/**odkar@okhdfcbank/UPI//ICIf0c4f47a14b74307af853f9ac22c0fde/15/06/2024 16:38:19,33,600.00,,"1,219.81"
82,15-06-2024 19:04:43,15 Jun 2024,453399946094.0,UPI/CR/453399946094/JAGRIT BH/PUNB/**ti6-1@okicici/UPI//ICI7d64847b779742878541dd34d88add21/15/06/2024 19:04:43,33,,500.00,"1,719.81"
83,15-06-2024 19:05:14,15 Jun 2024,416740656679.0,UPI/DR/416740656679/SMARTBAZA/ICIC/**arinn@icici/UPI//ICI57fa192613b145f4a59e77adc187141c/15/06/2024 19:05:14,33,433.39,,"1,286.42"
84,15-06-2024 19:14:49,15 Jun 2024,416785051535.0,UPI/DR/416785051535/Namdhri j/UTIB/**mojva@freecharge/UPI//ICIb85354d1dc0e4a4abbae097a3bfe62e0/15/06/2024 19:14:49,33,82.00,,"1,204.42"
85,15-06-2024 19:34:26,15 Jun 2024,416754653596.0,UPI/DR/416754653596/zeptonow/HDFC/**hfree@hdfcbank/UPI//ICI7af0dd22393d48a5862163bfea9f08cd/15/06/2024 19:34:26,33,78.76,,"1,125.66"
86,15-06-2024 19:38:24,15 Jun 2024,416720246304.0,UPI/CR/416720246304/JAGRIT BH/PUNB/**ti6-1@okicici/UPI//ICI450bc3b51ae845769225d9123941b561/15/06/2024 19:38:24,33,,100.00,"1,225.66"
87,16-06-2024 04:31:20,16 Jun 2024,416841565356.0,UPI/DR/416841565356/Spotify I/ICIC/**.bdsi@icici/MandateR//ICIcfc963a6930b4441b2975886a42164a2/16/06/2024 04:31:20,33,59.00,,"1,166.66"
88,16-06-2024 13:26:54,16 Jun 2024,416841091299.0,UPI/DR/416841091299/jagritbha/PUNB/**ti6-1@okicici/UPI//ICI63ffa5b31bb54c1dabb1a66785ad9a9c/16/06/2024 13:26:54,33,446.00,,720.66
89,16-06-2024 13:47:56,16 Jun 2024,453499888306.0,UPI/DR/453499888306/MHD RIZWAN/CNRB/**an966@ybl/UPI//ICIcd418366a2b146928a85966ef708edb2/16/06/2024 13:47:56,33,42.00,,678.66
90,16-06-2024 17:00:51,16 Jun 2024,453440642353.0,UPI/DR/453440642353/Airtel/YESB/**paytm@paytm/PrepaidR//PYTM40616804675491238921/16/06/2024 17:00:51,33,239.00,,439.66
91,16-06-2024 17:22:45,16 Jun 2024,453468499929.0,UPI/DR/453468499929/VENKATESH/HDFC/**r9896@ybl/UPI//ICI786288b031034fbf8e9aeefcb694f124/16/06/2024 17:22:45,33,59.00,,380.66
92,16-06-2024 21:55:53,17 Jun 2024,416873822671.0,UPI/DR/416873822671/MOHAMMAD /FDRL/**14879@fbpe/UPI//ICI0781b056735a4dc3b40b02bb2328ac22/16/06/2024 21:55:53,33,50.00,,330.66
93,17-06-2024 22:03:22,18 Jun 2024,453521360553.0,UPI/DR/453521360553/english b/INDB/**.payu@indus/UPIIntent//PPPL20175789640170624220311/17/06/2024 22:03:22,33,49.40,,281.26
94,17-06-2024 23:17:14,18 Jun 2024,416910653463.0,UPI/DR/416910653463/PAOJAHAO /SBIN/**52046@pthdfc/UPI//ICI708d8dd009584f85b0b860b74d44f7e0/17/06/2024 23:17:14,33,64.00,,217.26
95,17-06-2024 23:25:30,18 Jun 2024,416930964760.0,UPI/DR/416930964760/KENCHE GO/YESB/**98741@ybl/UPI//ICIeb7fe666e73b484f87ee7a9f2f43f0fb/17/06/2024 23:25:30,33,20.00,,197.26
96,18-06-2024 14:09:33,18 Jun 2024,417067577419.0,UPI/DR/417067577419/ZEPTO/HDFC/**e.rzp@hdfcbank/UPI//ICI59306b578e9c4eaf93a939d8ef266a9d/18/06/2024 14:09:33,33,86.36,,110.90
97,18-06-2024 17:36:11,18 Jun 2024,453621081966.0,UPI/DR/453621081966/Dinakar  /YESB/**09686@ybl/UPI//ICI618f727e045c486c9e9ee16d3c92a390/18/06/2024 17:36:11,33,70.00,,40.90
98,18-06-2024 21:55:56,19 Jun 2024,417082804077.0,UPI/DR/417082804077/Manjunath/YESB/**nuygk@paytm/UPI//ICI28890e2524c24994a8fd93014f7bfa7f/18/06/2024 21:55:56,33,25.00,,15.90
99,19-06-2024 11:43:56,19 Jun 2024,417117849228.0,UPI/CR/417117849228/Darshan S/FDRL/**ns238@fifederal/UPI//FBLqdycLzrPM5wuBuTTX4jhVy9ci/19/06/2024 11:43:56,33,,100.00,115.90
100,19-06-2024 11:44:09,19 Jun 2024,417169913843.0,UPI/DR/417169913843/JUSTVEND /ICIC/**7.rzp@icici/PayJustV//ICI1864d60d10d6435b92603f14c9c62eaf/19/06/2024 11:44:09,33,30.00,,85.90
101,19-06-2024 17:08:25,19 Jun 2024,453780440294.0,UPI/DR/453780440294/FRESHCO S/UTIB/**68055@okbizaxis/UPI//ICI349a72dc44244cf39a15cb84e517f115/19/06/2024 17:08:25,33,40.00,,45.90
102,19-06-2024 21:48:19,20 Jun 2024,453751438630.0,UPI/DR/453751438630/BIRAT DAT/BARB/**tta26@okaxis/UPI//ICIbdd2f561f6404774b384d0fe4c11e66b/19/06/2024 21:48:19,33,20.00,,25.90
103,20-06-2024 00:15:51,20 Jun 2024,417296374489.0,UPI/CR/417296374489/Darshan S/FDRL/**ns238@fifederal/UPI//FBL3LKYwsbqskF2XvWdNa6X4P5UT/20/06/2024 00:15:51,33,,100.00,125.90
104,20-06-2024 00:16:16,20 Jun 2024,417262954048.0,UPI/DR/417262954048/jagritbha/PUNB/**ti6-1@okicici/UPI//ICI26678ca997d3418d9798961f1db21196/20/06/2024 00:16:16,33,100.00,,25.90
105,20-06-2024 00:30:13,20 Jun 2024,453855400446.0,UPI/CR/453855400446/PRAMILA S/CNRB/**y27-3@okaxis/UPI//AXI6a4ca142fece485ebee2f1a73a41d51c/20/06/2024 00:30:13,33,,"10,000.00","10,025.90"
106,20-06-2024 18:32:59,20 Jun 2024,417262680712.0,UPI/DR/417262680712/BBQ STREET/YESB/**29134@ybl/UPI//ICI25630919a9e74e8aaca85bb9d50b2933/20/06/2024 18:32:59,33,100.00,,"9,925.90"
107,20-06-2024 18:43:15,20 Jun 2024,417295833705.0,UPI/CR/417295833705/BIRAT DAT/BARB/**tta26@okaxis/UPI//AXI21377dfa2c7b4a9991aee99c9db8e530/20/06/2024 18:43:15,33,,60.00,"9,985.90"
108,20-06-2024 18:52:06,20 Jun 2024,417261880708.0,UPI/DR/417261880708/Darshan S/FDRL/**ns238@fifederal/UPI//ICIb78574e9497a4c2c858ca337e88b4363/20/06/2024 18:52:06,33,"6,642.00",,"3,343.90"
109,20-06-2024 18:56:23,20 Jun 2024,453814147465.0,UPI/DR/453814147465/CAPITALFL/YESB/**rn0na@yapl/Request //APY88163a40f4ec4af5b007ad59e05f4341/20/06/2024 18:56:23,33,786.46,,"2,557.44"
110,20-06-2024 20:30:44,20 Jun 2024,417207491592.0,UPI/DR/417207491592/ZEPTO/HDFC/**e.rzp@hdfcbank/UPI//ICIfdea52e41cde42f0bdf5d7efdd6a931e/20/06/2024 20:30:44,33,92.35,,"2,465.09"
111,20-06-2024 20:36:25,20 Jun 2024,453870395084.0,UPI/DR/453870395084/Darshan S/FDRL/**ns238@fifederal/UPI//ICI7908f7b1ec174cf0b8d51ae904460050/20/06/2024 20:36:25,33,"1,705.00",,760.09
112,20-06-2024 22:40:29,21 Jun 2024,417279095919.0,UPI/DR/417279095919/BIRAT DAT/BARB/**tta26@okaxis/UPI//ICI4a589c114208492d8e5d14fda5c8f172/20/06/2024 22:40:29,33,100.00,,660.09
113,21-06-2024 10:15:38,21 Jun 2024,453938860984.0,UPI/CR/453938860984/BIRAT DAT/BARB/**tta26@okaxis/bus//AXI1f9c5e2a0da34b6a943851dc4be86031/21/06/2024 10:15:38,33,,10.00,670.09
114,21-06-2024 13:44:41,21 Jun 2024,453901912382.0,UPI/DR/453901912382/DEEPAK  T/YESB/**qbpzi@paytm/UPI//ICI8d718d675b5e49a0afc2963a464f1ffb/21/06/2024 13:44:41,33,210.00,,460.09
115,21-06-2024 13:51:33,21 Jun 2024,417313211235.0,UPI/DR/417313211235/JUSTVEND /ICIC/**7.rzp@icici/PayJustV//ICIebe65a648f4f425e9296d1a4b53291d1/21/06/2024 13:51:33,33,50.00,,410.09
116,21-06-2024 16:32:52,21 Jun 2024,417306621430.0,UPI/DR/417306621430/UDAY KUMAR/YESB/**xwpu1@paytm/UPI//ICI9d0967e1a32247138dd14d5102a9f5d6/21/06/2024 16:32:52,33,130.00,,280.09
117,21-06-2024 20:12:24,21 Jun 2024,417359049941.0,UPI/DR/417359049941/SHANKARE /FDRL/**17798@fbpe/Pay to B//ICIb1003aace7434269b4821944b11eed6a/21/06/2024 20:12:24,33,50.00,,230.09
118,21-06-2024 20:23:53,21 Jun 2024,453929139798.0,UPI/DR/453929139798/HAJARA K P/YESB/**25064@ybl/UPI//ICI2b12134fb2d2435784c26c6f01f160e5/21/06/2024 20:23:53,33,30.00,,200.09
119,22-06-2024 00:13:23,22 Jun 2024,454070951925.0,UPI/DR/454070951925/ASHOK KUM/YESB/**l4qnq@paytm/UPI//ICIaa7c5a4974cb4469a56b190b7a46ad9c/22/06/2024 00:13:22,33,25.00,,175.09
120,22-06-2024 11:25:38,22 Jun 2024,454058649968.0,UPI/DR/454058649968/FATIMA ST/YESB/**85410@ybl/UPI//ICI2eee12f6b02941a9b150d3ec0c6c794e/22/06/2024 11:25:37,33,69.00,,106.09
121,22-06-2024 20:51:27,23 Jun 2024,454082183022.0,UPI/DR/454082183022/zeptonow/HDFC/**hfree@hdfcbank/UPI//ICI7478bba9dd76405abe781ee39b150783/22/06/2024 20:51:27,33,85.83,,20.26
122,23-06-2024 15:01:46,23 Jun 2024,417576529155.0,UPI/CR/417576529155/Darshan S/FDRL/**ns238@fifederal/UPI//FBL2EzRrAKJ8dTnpyohC4LC3kCyN/23/06/2024 15:01:46,33,,"1,543.54","1,563.80"
123,23-06-2024 19:22:35,24 Jun 2024,454178628068.0,UPI/DR/454178628068/SHOBHA M K/YESB/**flp26@paytm/UPI//ICI53ad53fdab88471b82861ca255cd0d02/23/06/2024 19:22:34,33,20.00,,"1,543.80"
124,23-06-2024 19:28:39,24 Jun 2024,417547024999.0,UPI/DR/417547024999/Darshan S/FDRL/**ns238@fifederal/UPI//ICI21ddfea1a4ca4c11ae03ecd628d31844/23/06/2024 19:28:39,33,79.00,,"1,464.80"
125,23-06-2024 21:03:35,24 Jun 2024,454103332445.0,UPI/DR/454103332445/HAJARA K P/YESB/**25064@ybl/UPI//ICIf8b1ea1c29534e969c5bd714af949acc/23/06/2024 21:03:35,33,30.00,,"1,434.80"
126,23-06-2024 22:03:51,23 Jun 2024,,SMS CHARGES ON ACTUAL BASIS,466,124.00,,"1,310.80"
127,24-06-2024 03:37:39,24 Jun 2024,454286235911.0,UPI/DR/454286235911/Magicpin/YESB/**6qswf@paytm/UPI//PYTM40624800985571940357/24/06/2024 03:37:39,33,209.45,,"1,101.35"
128,24-06-2024 04:14:23,24 Jun 2024,417651952949.0,UPI/DR/417651952949/Zomato Ltd/YESB/**order@paytm/Zomato P//PYTM40624801160457639949/24/06/2024 04:14:23,33,294.96,,806.39
129,24-06-2024 08:00:00,24 Jun 2024,417604129145.0,UPI/CR/417604129145/Magicpin/YESB/**6qswf@paytm/express//PTMd60e85b2d01a4d14a678907dcd083052/24/06/2024 08:00:00,33,,209.45,"1,015.84"
130,24-06-2024 15:02:27,24 Jun 2024,454233161413.0,UPI/DR/454233161413/Smart Poi/JIOP/**63-01@jiopay/UPI//ICIe0cf02a252374296b4e93749b438bf73/24/06/2024 15:02:27,33,73.60,,942.24
131,24-06-2024 16:38:49,24 Jun 2024,454222661951.0,UPI/DR/454222661951/Mohamedab/KKBK/**03808@kotak/UPI//ICI4a250c521a0846a999bd5a1a7e45f67a/24/06/2024 16:38:49,33,31.00,,911.24
132,24-06-2024 17:17:38,24 Jun 2024,417693962634.0,UPI/DR/417693962634/DEEPAK TA/YESB/**27003@ybl/UPI//ICI9d40d9232b58441f9b710a63f88794cd/24/06/2024 17:17:38,33,250.00,,661.24
133,24-06-2024 20:12:47,24 Jun 2024,454246873491.0,UPI/DR/454246873491/KRISHNA M/CNRB/**k1712@okaxis/UPI//ICIf48fd98ee53240ae8bc84e200d44aec2/24/06/2024 20:12:47,33,81.00,,580.24
134,24-06-2024 21:04:09,25 Jun 2024,417619285311.0,UPI/DR/417619285311/MANIKANTA/UBIN/**ku085@ibl/UPI//ICI683d49ce699a4a288fc910ac6e633497/24/06/2024 21:04:09,33,4.00,,576.24
135,24-06-2024 21:05:41,25 Jun 2024,454260786336.0,UPI/DR/454260786336/VALLI/YESB/**15196@ybl/UPI//ICI022022dea24e4121801b44e7cb98fc13/24/06/2024 21:05:41,33,20.00,,556.24
136,24-06-2024 21:09:33,25 Jun 2024,417631986371.0,UPI/DR/417631986371/Mr M J MA/YESB/**52a11@paytm/UPI//ICI3597e50465aa423e8ee5036e60e67a88/24/06/2024 21:09:33,33,45.00,,511.24
137,24-06-2024 21:13:17,25 Jun 2024,454283175798.0,UPI/DR/454283175798/Mr M J MA/YESB/**52a11@paytm/UPI//ICI9d0cddbe92ca47d4b0356834f3da4d30/24/06/2024 21:13:17,33,10.00,,501.24
138,24-06-2024 21:52:50,25 Jun 2024,417654888259.0,UPI/DR/417654888259/994575856/KKBK/**58560@paytm/UPI//ICIdff549411d1b42f2a43e54e7ca719675/24/06/2024 21:52:50,33,110.00,,391.24
